CarCount,BikeCount,BusCount,TruckCount,Total
116,29,141,29,315
3,106,128,142,379
24,27,129,129,309
34,79,143,56,312
128,13,22,4,167
55,8,6,121,190
83,87,89,125,384
114,47,82,146,389
99,122,48,50,319
74,72,76,44,266
101,28,20,116,265
82,114,145,105,446
104,76,31,110,321
94,18,71,104,287
101,48,76,45,270
27,6,113,42,188
21,147,113,45,326
94,28,64,80,266
105,69,43,47,264
6,11,98,17,132
143,97,11,128,379
45,103,72,124,344
64,43,26,34,167
99,48,101,67,315
86,145,62,23,316
89,58,62,82,291
55,110,73,10,248
81,81,98,99,359
103,45,43,89,280
107,39,81,135,362
36,37,149,59,281
112,97,23,44,276
130,12,11,59,212
109,101,122,13,345
122,18,75,103,318
65,118,16,102,301
86,18,120,32,256
112,1,140,1,254
93,130,140,51,414
52,6,5,105,168
147,114,54,76,391
56,84,64,91,295
29,145,142,114,430
92,6,114,83,295
92,43,119,70,324
86,83,34,138,341
37,148,71,103,359
82,39,105,102,328
93,143,59,57,352
65,132,17,101,315
55,52,82,1,190
142,36,13,60,251
33,92,19,66,210
123,20,49,19,211
125,27,23,67,242
16,133,43,70,262
141,28,81,90,340
49,108,95,123,375
144,101,106,133,484
79,22,46,147,294
4,146,142,114,406
43,87,129,74,333
21,148,67,1,237
10,13,105,119,247
29,147,47,73,296
7,5,81,110,203
99,46,92,86,323
66,129,112,73,380
147,134,44,107,432
125,37,96,137,395
119,114,145,9,387
6,117,62,101,286
105,40,79,103,327
52,91,42,73,258
84,98,37,48,267
93,13,144,53,303
105,39,145,98,387
87,60,109,88,344
139,54,98,122,413
120,30,28,41,219
85,141,64,145,435
78,109,58,100,345
40,43,97,65,245
112,138,54,15,319
81,150,113,36,380
78,145,40,26,289
53,134,123,76,386
99,115,37,59,310
94,71,71,117,353
31,100,67,52,250
1,30,5,129,165
26,75,5,60,166
61,60,108,27,256
29,40,1,56,126
72,47,4,59,182
54,68,50,59,231
32,39,32,89,192
131,101,111,137,480
134,92,14,110,350
115,109,120,27,371
57,145,115,35,352
42,79,25,107,253
4,40,85,40,169
15,147,116,134,412
70,4,74,7,155
28,125,41,117,311
35,40,132,143,350
40,32,97,25,194
62,10,6,110,188
112,7,118,108,345
86,73,47,54,260
127,109,135,103,474
27,128,5,122,282
27,73,150,100,350
71,38,55,148,312
133,31,75,150,389
44,30,132,33,239
95,115,13,35,258
101,1,70,15,187
58,5,102,73,238
106,145,122,101,474
81,39,71,20,211
114,41,76,43,274
46,91,69,147,353
51,93,140,71,355
60,85,31,142,318
98,149,23,56,326
76,50,86,48,260
52,14,40,84,190
123,82,78,23,306
30,15,57,124,226
113,55,97,93,358
139,37,44,88,308
33,55,83,91,262
18,50,40,108,216
141,5,72,43,261
12,1,35,140,188
60,90,95,24,269
80,68,54,148,350
27,65,92,13,197
57,57,143,113,370
142,49,83,14,288
94,7,57,150,308
20,57,105,3,185
1,79,128,70,278
125,89,81,137,432
31,64,22,117,234
84,25,21,6,136
21,58,97,123,299
68,144,71,55,338
56,93,117,54,320
1,98,22,71,192
83,68,2,25,178
47,76,138,109,370
130,7,99,1,237
95,85,8,65,253
39,13,63,144,259
99,71,66,76,312
140,20,87,28,275
112,88,57,144,401
1,87,143,51,282
147,1,52,138,338
147,58,16,78,299
86,8,81,47,222
59,91,28,56,234
79,115,61,37,292
91,42,70,22,225
136,137,70,125,468
73,52,77,41,243
124,95,12,51,282
40,62,29,103,234
8,113,44,38,203
63,22,148,100,333
82,15,67,10,174
56,94,27,9,186
149,42,60,66,317
61,134,40,9,244
141,30,55,91,317
131,104,150,32,417
77,43,97,88,305
20,112,38,93,263
20,9,34,74,137
97,63,42,123,325
100,4,98,30,232
19,20,139,95,273
98,64,7,130,299
107,55,53,125,340
51,117,42,75,285
71,99,33,14,217
4,128,126,135,393
134,82,116,74,406
31,24,118,87,260
1,59,143,123,326
63,48,49,144,304
102,115,85,120,422
47,29,26,35,137
17,65,102,12,196
112,53,55,19,239
127,96,26,146,395
147,114,130,131,522
113,90,56,82,341
125,43,65,95,328
134,58,37,140,369
5,27,92,21,145
37,92,145,40,314
147,115,10,44,316
119,36,6,121,282
17,141,48,119,325
142,59,19,7,227
9,4,20,32,65
78,4,48,89,219
82,6,81,122,291
60,92,126,54,332
71,100,77,43,291
127,3,65,52,247
4,109,83,8,204
42,73,49,40,204
139,119,140,100,498
104,76,3,127,310
123,47,116,127,413
72,99,39,57,267
63,105,99,54,321
98,124,56,32,310
102,19,29,55,205
122,16,5,46,189
144,80,19,98,341
110,128,56,63,357
13,21,29,86,149
63,29,89,47,228
150,14,55,23,242
5,127,18,42,192
43,81,101,126,351
89,66,1,26,182
104,67,36,63,270
102,106,139,28,375
118,3,142,128,391
53,126,4,80,263
6,69,137,16,228
97,80,40,144,361
74,80,100,119,373
36,39,100,65,240
12,35,60,3,110
70,91,57,31,249
79,98,149,79,405
56,12,21,9,98
78,101,8,8,195
108,42,34,19,203
100,29,140,52,321
53,79,121,82,335
86,128,49,26,289
127,133,10,131,401
17,15,17,100,149
99,35,65,34,233
131,110,141,124,506
62,121,13,114,310
85,112,116,72,385
99,127,147,123,496
37,104,135,65,341
116,3,126,85,330
150,112,78,59,399
14,77,96,98,285
122,72,2,69,265
42,15,37,30,124
81,109,68,100,358
71,129,86,12,298
13,105,112,70,300
137,94,110,54,395
142,4,37,125,308
105,82,150,57,394
46,144,80,148,418
112,59,117,84,372
54,114,18,79,265
68,146,37,5,256
123,145,103,139,510
45,148,82,120,395
21,34,105,26,186
31,113,15,132,291
12,32,12,31,87
13,68,67,58,206
60,80,71,71,282
29,148,24,91,292
86,117,120,108,431
70,77,68,95,310
83,131,101,78,393
38,109,23,120,290
10,143,38,121,312
18,143,131,138,430
98,150,86,122,456
77,19,91,36,223
128,66,30,74,298
74,65,53,3,195
27,81,115,31,254
60,38,35,110,243
141,71,91,150,453
144,13,26,102,285
117,93,27,103,340
58,24,60,10,152
55,24,27,145,251
95,144,83,123,445
24,3,114,52,193
86,34,109,89,318
56,11,76,79,222
69,92,36,89,286
68,1,98,143,310
131,100,39,37,307
1,55,6,142,204
60,93,63,54,270
110,122,100,117,449
131,33,35,118,317
108,96,147,88,439
78,135,77,50,340
113,1,25,2,141
80,56,70,105,311
60,34,80,130,304
106,23,128,25,282
129,134,44,67,374
109,114,74,143,440
17,97,110,29,253
24,95,142,98,359
123,23,63,9,218
90,75,77,72,314
8,121,126,81,336
2,5,39,143,189
32,65,150,35,282
10,83,135,141,369
128,117,112,124,481
78,70,121,105,374
34,145,79,148,406
116,127,63,143,449
42,27,79,120,268
24,6,63,22,115
133,76,127,16,352
35,136,33,20,224
131,140,129,146,546
113,2,87,146,348
134,146,82,37,399
2,6,11,68,87
132,52,45,29,258
82,3,18,129,232
6,74,129,74,283
72,9,57,76,214
6,100,56,11,173
57,74,62,17,210
3,79,119,65,266
28,1,101,113,243
111,137,23,14,285
83,101,126,114,424
140,129,78,127,474
38,140,19,103,300
89,107,52,94,342
143,53,18,45,259
135,130,111,146,522
113,109,66,119,407
99,63,44,78,284
113,75,54,141,383
135,138,45,6,324
28,84,136,24,272
29,14,135,91,269
27,1,75,43,146
69,22,96,96,283
19,120,122,50,311
2,56,129,55,242
61,118,124,143,446
21,18,15,84,138
36,38,6,75,155
21,68,80,10,179
119,64,102,36,321
130,140,109,43,422
97,31,18,46,192
19,19,31,134,203
50,45,113,5,213
108,23,136,34,301
128,142,26,43,339
22,73,64,114,273
32,72,103,132,339
59,38,134,150,381
22,138,83,50,293
129,18,109,19,275
38,105,49,68,260
139,2,52,32,225
38,9,73,14,134
54,139,12,86,291
81,32,2,85,200
64,117,20,123,324
115,71,9,103,298
103,21,48,41,213
51,85,149,14,299
105,52,119,35,311
4,108,116,134,362
88,116,87,112,403
49,106,57,139,351
63,99,150,1,313
12,108,122,77,319
104,41,24,43,212
20,77,106,65,268
36,88,106,148,378
110,139,65,11,325
15,135,41,63,254
37,97,34,48,216
74,16,94,58,242
135,82,51,98,366
70,100,81,42,293
104,18,53,50,225
50,9,43,87,189
140,28,97,12,277
122,67,8,62,259
69,1,42,138,250
132,58,46,106,342
145,61,89,28,323
112,127,6,23,268
72,105,143,7,327
36,117,135,105,393
136,133,19,81,369
89,135,16,93,333
6,135,112,64,317
75,102,74,142,393
47,100,88,63,298
142,48,135,20,345
53,38,106,145,342
91,24,19,59,193
8,82,120,81,291
120,24,76,14,234
10,131,124,130,395
134,12,148,145,439
110,145,9,42,306
40,9,111,122,282
70,23,138,27,258
48,37,40,28,153
67,2,48,84,201
122,5,100,34,261
52,46,108,146,352
104,130,50,4,288
18,46,95,121,280
57,64,129,76,326
128,15,119,111,373
56,87,54,27,224
101,65,2,109,277
29,78,60,105,272
138,71,67,83,359
65,112,11,95,283
14,77,4,50,145
66,59,34,24,183
5,34,98,139,276
58,55,132,68,313
45,51,61,108,265
12,73,2,118,205
56,113,49,137,355
49,29,23,52,153
67,45,65,51,228
114,64,33,51,262
68,123,145,97,433
61,55,50,60,226
63,39,53,52,207
20,128,56,105,309
141,45,88,70,344
137,130,25,107,399
51,107,101,32,291
91,55,28,54,228
45,100,11,56,212
90,36,125,5,256
108,115,133,16,372
10,95,4,100,209
88,76,28,37,229
39,14,33,97,183
58,19,66,68,211
10,10,48,91,159
11,13,10,131,165
31,85,74,44,234
115,60,80,32,287
39,88,122,147,396
65,79,33,43,220
113,36,105,89,343
47,93,42,19,201
8,145,112,23,288
67,30,110,46,253
120,103,97,96,416
20,82,40,104,246
60,17,90,118,285
87,103,149,126,465
7,98,28,26,159
112,112,135,18,377
86,58,147,53,344
103,3,24,3,133
35,120,43,115,313
111,106,73,43,333
71,83,53,53,260
125,148,14,53,340
12,132,128,72,344
58,139,18,9,224
18,49,129,104,300
83,142,146,75,446
114,58,32,132,336
78,26,116,124,344
95,7,137,81,320
147,75,73,2,297
112,77,146,59,394
77,115,36,29,257
52,42,43,35,172
94,2,135,62,293
52,72,42,37,203
54,63,140,106,363
18,51,30,146,245
109,54,51,49,263
132,2,15,102,251
76,62,49,103,290
17,41,62,140,260
65,144,75,73,357
62,150,59,19,290
95,50,138,144,427
112,2,104,20,238
8,3,77,34,122
44,109,120,41,314
102,84,114,26,326
80,103,59,77,319
133,45,23,104,305
95,119,115,128,457
81,79,125,107,392
55,56,77,138,326
16,32,136,21,205
83,122,17,79,301
83,38,63,106,290
129,58,60,34,281
117,44,143,77,381
135,9,87,63,294
150,80,66,61,357
18,79,117,148,362
43,11,64,87,205
43,7,148,31,229
42,72,15,69,198
135,75,70,45,325
96,122,70,69,357
69,81,116,32,298
88,61,106,97,352
78,145,54,57,334
14,75,21,114,224
114,94,101,74,383
122,131,1,50,304
17,102,59,104,282
113,39,52,83,287
12,98,128,71,309
5,149,69,8,231
90,88,19,41,238
119,43,86,111,359
37,20,32,88,177
64,41,63,27,195
46,134,94,6,280
4,144,100,138,386
84,147,65,103,399
2,123,23,103,251
77,77,134,86,374
90,53,139,15,297
63,22,21,100,206
6,130,46,62,244
126,36,130,141,433
62,109,8,74,253
10,126,125,92,353
75,58,68,125,326
139,96,93,144,472
18,99,117,47,281
86,149,134,45,414
76,71,91,11,249
10,12,15,40,77
75,97,124,147,443
114,23,69,22,228
74,79,83,71,307
95,50,149,56,350
84,150,43,60,337
86,91,143,36,356
65,133,86,43,327
35,82,6,4,127
91,70,78,24,263
127,21,49,50,247
133,144,93,146,516
148,80,92,115,435
136,85,11,43,275
27,32,108,1,168
113,1,115,143,372
150,123,45,92,410
146,51,11,121,329
90,59,100,25,274
23,80,93,20,216
17,75,39,83,214
80,48,113,104,345
31,65,122,45,263
88,26,86,73,273
62,72,117,85,336
67,131,134,37,369
150,3,44,110,307
76,37,10,72,195
66,34,115,121,336
137,10,3,142,292
28,93,59,1,181
129,15,61,125,330
48,113,12,140,313
93,2,56,73,224
149,13,49,95,306
81,35,46,147,309
47,61,28,44,180
110,30,67,120,327
99,141,39,96,375
63,47,15,108,233
118,91,114,54,377
17,84,89,97,287
27,61,46,107,241
99,78,87,134,398
2,72,33,88,195
94,37,25,132,288
52,149,125,73,399
15,132,55,70,272
50,63,40,133,286
39,56,131,52,278
115,87,108,150,460
150,89,13,86,338
61,132,10,97,300
145,116,7,6,274
31,40,63,26,160
131,49,140,136,456
54,126,51,99,330
46,111,134,99,390
120,32,136,71,359
146,111,83,98,438
119,132,11,39,301
144,92,111,49,396
12,88,49,60,209
133,37,33,62,265
26,22,71,117,236
92,112,119,2,325
48,92,71,76,287
11,35,138,62,246
90,112,69,58,329
57,80,113,149,399
36,144,93,86,359
19,137,27,109,292
60,25,104,10,199
83,16,136,3,238
120,134,140,62,456
62,109,3,42,216
123,63,99,116,401
79,128,95,53,355
42,36,87,38,203
28,27,140,65,260
79,106,42,138,365
22,45,48,12,127
124,40,142,52,358
81,101,54,26,262
7,2,120,115,244
55,45,9,40,149
117,60,32,128,337
137,13,54,96,300
67,60,70,137,334
120,91,52,124,387
61,88,111,136,396
51,150,121,55,377
115,90,126,145,476
47,77,96,126,346
69,93,46,43,251
31,50,146,100,327
60,120,15,79,274
56,49,13,47,165
44,136,5,51,236
1,78,28,141,248
144,71,61,2,278
9,134,58,125,326
33,135,117,110,395
93,83,11,136,323
89,143,69,107,408
147,48,134,90,419
46,38,124,70,278
148,86,8,22,264
50,19,47,119,235
31,110,92,97,330
103,107,41,60,311
147,14,111,95,367
56,19,136,44,255
149,110,61,68,388
150,42,64,142,398
73,108,107,95,383
69,14,76,126,285
46,43,55,50,194
19,65,30,30,144
47,117,57,26,247
26,51,59,30,166
53,123,41,38,255
56,25,91,105,277
52,107,108,111,378
17,33,49,44,143
123,76,117,20,336
147,82,23,132,384
135,75,84,74,368
132,69,97,83,381
79,21,125,135,360
70,62,92,18,242
91,26,70,12,199
66,88,53,7,214
97,38,9,65,209
78,120,147,16,361
29,104,123,146,402
93,135,38,55,321
19,110,123,107,359
78,4,30,150,262
72,82,12,47,213
127,147,99,123,496
57,127,8,84,276
47,64,87,89,287
148,121,99,15,383
78,13,125,2,218
122,67,85,97,371
126,89,108,121,444
147,46,62,86,341
72,109,59,61,301
17,8,138,129,292
33,99,132,96,360
59,5,95,33,192
18,62,73,19,172
46,85,124,103,358
43,125,150,2,320
44,38,15,25,122
41,33,33,115,222
99,53,9,20,181
144,89,132,19,384
114,145,81,139,479
121,117,29,84,351
88,13,5,7,113
5,100,119,130,354
81,28,32,123,264
25,39,13,57,134
57,23,41,56,177
68,63,119,83,333
142,136,60,60,398
92,78,100,140,410
13,117,36,63,229
23,58,68,72,221
110,110,125,52,397
133,21,5,63,222
75,40,42,57,214
11,101,32,11,155
89,66,9,63,227
125,58,133,79,395
73,83,84,30,270
30,133,136,134,433
20,103,88,110,321
129,42,15,97,283
34,112,146,121,413
135,24,42,110,311
134,44,21,98,297
39,69,86,34,228
70,17,66,148,301
78,86,16,116,296
101,65,24,102,292
111,113,95,85,404
18,140,92,47,297
46,15,94,91,246
144,80,130,93,447
52,98,107,112,369
129,5,124,104,362
92,44,89,89,314
63,4,111,56,234
146,25,73,126,370
98,138,24,20,280
119,89,19,23,250
31,80,85,19,215
65,65,4,108,242
36,66,111,8,221
138,79,91,37,345
18,144,52,106,320
107,46,117,76,346
149,108,101,82,440
54,31,102,35,222
65,99,142,91,397
52,147,11,55,265
20,72,72,106,270
99,95,50,2,246
81,116,146,19,362
96,70,66,150,382
44,21,141,106,312
124,109,84,97,414
1,117,59,49,226
145,9,85,136,375
73,105,36,4,218
144,83,5,35,267
28,37,72,100,237
133,51,35,115,334
13,106,97,43,259
72,79,123,137,411
21,144,75,90,330
113,36,88,136,373
42,39,129,5,215
10,67,2,13,92
18,128,87,25,258
127,36,23,44,230
126,107,138,35,406
148,36,85,43,312
122,21,9,64,216
44,139,87,100,370
85,141,142,40,408
75,53,94,118,340
11,137,98,121,367
55,9,76,127,267
67,29,21,22,139
120,63,71,119,373
106,145,58,130,439
92,149,75,2,318
42,4,69,90,205
142,76,4,129,351
78,5,61,52,196
80,43,25,138,286
35,45,105,119,304
130,138,21,9,298
54,104,25,147,330
116,58,105,115,394
110,1,107,17,235
24,62,59,64,209
36,70,18,115,239
32,131,11,119,293
44,48,97,82,271
55,138,88,137,418
33,92,98,93,316
45,111,113,65,334
64,117,59,41,281
137,89,137,29,392
36,23,118,49,226
146,64,76,66,352
43,46,102,143,334
10,100,36,39,185
76,108,64,64,312
125,113,9,20,267
70,24,25,44,163
132,112,90,58,392
95,129,123,132,479
40,92,15,61,208
77,148,120,22,367
122,111,32,31,296
107,99,1,5,212
137,38,90,131,396
83,124,3,56,266
59,70,99,37,265
79,70,3,69,221
22,41,110,132,305
56,87,25,118,286
53,44,99,12,208
64,26,40,2,132
115,64,40,14,233
120,145,147,19,431
113,115,85,141,454
31,142,61,44,278
32,115,150,132,429
114,42,49,3,208
17,62,140,61,280
135,138,54,89,416
83,148,80,92,403
43,28,142,121,334
21,135,33,136,325
135,137,136,127,535
84,149,93,58,384
112,127,52,50,341
9,75,136,61,281
18,51,68,84,221
69,34,128,80,311
53,85,45,110,293
130,38,104,50,322
19,91,91,121,322
99,70,30,22,221
43,10,102,55,210
137,90,142,80,449
71,82,84,17,254
28,147,147,128,450
43,81,98,30,252
22,60,110,9,201
145,146,26,104,421
126,36,13,7,182
85,37,78,19,219
132,140,76,59,407
23,121,124,64,332
131,121,30,116,398
40,67,42,76,225
133,134,116,52,435
111,144,10,110,375
60,53,112,144,369
132,59,1,58,250
112,120,54,99,385
57,76,143,13,289
145,16,115,6,282
50,96,88,88,322
58,1,62,70,191
81,13,11,29,134
93,118,140,49,400
129,82,14,15,240
142,69,59,128,398
19,100,61,62,242
65,66,124,60,315
104,123,57,28,312
22,132,7,45,206
27,147,77,91,342
83,112,12,93,300
116,140,61,102,419
37,49,37,67,190
125,133,67,15,340
12,19,44,33,108
8,110,99,6,223
3,125,2,52,182
127,11,30,33,201
64,52,44,83,243
48,19,42,130,239
1,9,56,74,140
20,54,76,51,201
137,72,69,122,400
96,128,4,84,312
77,6,90,24,197
82,66,147,50,345
42,139,102,88,371
131,34,63,95,323
57,59,128,104,348
51,96,120,21,288
74,148,109,122,453
141,109,25,27,302
40,110,98,37,285
15,39,30,33,117
74,72,43,91,280
69,40,139,99,347
141,72,47,53,313
97,107,110,112,426
113,8,137,126,384
112,103,98,102,415
129,150,82,124,485
35,18,105,15,173
142,34,28,86,290
5,97,112,53,267
139,140,111,99,489
32,64,6,36,138
47,119,118,26,310
129,24,11,74,238
40,78,68,25,211
65,122,138,116,441
71,84,137,81,373
43,47,93,126,309
101,75,129,49,354
33,27,47,7,114
136,97,128,16,377
141,67,67,10,285
95,63,4,16,178
48,20,88,26,182
114,144,1,13,272
142,19,23,133,317
149,99,81,66,395
145,9,117,10,281
17,29,92,50,188
31,57,97,51,236
91,17,30,101,239
107,119,70,52,348
49,114,4,32,199
85,125,111,82,403
23,122,43,97,285
141,76,128,115,460
83,79,16,61,239
57,74,125,9,265
38,52,147,93,330
94,142,116,12,364
84,142,41,63,330
85,79,128,122,414
91,86,48,17,242
129,39,130,132,430
105,126,110,121,462
27,6,48,140,221
35,124,27,2,188
4,28,23,68,123
30,57,149,100,336
141,14,103,31,289
136,115,17,43,311
20,97,101,37,255
63,73,44,75,255
71,22,69,68,230
96,39,33,72,240
122,106,138,123,489
48,95,92,101,336
128,142,51,54,375
105,5,52,145,307
67,74,148,29,318
68,74,145,17,304
140,64,6,4,214
128,63,70,110,371
12,106,106,59,283
2,118,81,118,319
82,6,34,80,202
90,54,118,37,299
78,39,91,93,301
19,138,130,34,321
148,77,23,97,345
146,101,118,35,400
129,116,19,59,323
132,35,108,35,310
74,42,144,49,309
11,103,101,122,337
30,99,54,136,319
55,124,113,16,308
93,2,139,20,254
124,12,39,7,182
21,149,101,55,326
118,71,127,25,341
95,117,80,38,330
90,44,56,127,317
48,31,82,43,204
123,72,137,46,378
88,6,59,140,293
94,145,19,118,376
39,16,131,132,318
36,111,95,109,351
42,99,102,64,307
136,17,87,88,328
47,142,40,144,373
43,122,21,99,285
12,150,144,64,370
95,118,1,86,300
28,44,9,45,126
43,90,119,82,334
13,145,120,19,297
94,16,108,117,335
149,3,66,132,350
105,80,124,56,365
139,41,95,6,281
60,41,113,90,304
49,95,122,58,324
68,77,32,42,219
69,117,30,134,350
115,105,106,50,376
77,144,121,16,358
62,54,51,82,249
30,57,148,7,242
145,40,101,123,409
99,67,22,68,256
103,69,147,134,453
33,87,37,54,211
143,124,44,2,313
124,52,69,69,314
137,135,90,7,369
16,17,19,33,85
127,129,150,101,507
49,91,12,122,274
86,12,150,31,279
66,26,125,64,281
28,40,55,43,166
58,7,66,88,219
99,144,119,122,484
4,77,52,62,195
20,43,2,53,118
98,64,126,88,376
45,130,103,50,328
20,107,90,33,250
48,69,126,78,321
56,72,97,37,262
37,89,2,135,263
90,125,29,15,259
150,105,103,140,498
55,109,137,114,415
58,59,130,10,257
75,50,116,67,308
56,88,23,10,177
58,19,118,13,208
145,93,98,107,443
57,89,127,109,382
143,10,149,85,387
116,36,63,149,364
94,79,68,67,308
86,144,68,2,300
78,115,53,41,287
124,98,43,28,293
119,139,136,123,517
145,144,87,78,454
106,40,145,143,434
30,40,16,15,101
4,102,59,45,210
135,125,74,131,465
85,105,72,18,280
48,124,3,35,210
99,81,100,59,339
124,107,40,88,359
36,42,132,59,269
19,11,82,55,167
9,35,88,36,168
8,72,107,97,284
91,55,73,101,320
50,55,108,47,260
79,85,103,34,301
136,74,121,65,396
113,132,24,62,331
107,124,102,21,354
142,102,88,124,456
142,57,91,29,319
129,29,48,50,256
89,129,58,87,363
135,26,34,41,236
